Cancer Site,Year,Tumour Type,Tumour Type 2,Tumour Type 3,Tumour Type 4,Tumour Type 5,Tumour Type 6,Tumour Type 7,Basis of Diagnosis,Stage,Stage Detail,Stage Detail 2,Age,Age Detail,Region,Gender,Grade,Nodal Status,Incidence,Population,Incidence Rate,Incidence Rate LCI,Incidence Rate UCI,Routes Population,Screening,Screening percentage,Screening percentage LCI,Screening percentage UCI,Two Week Wait,Two Week Wait percentage,Two Week Wait percentage LCI,Two Week Wait percentage UCI,GP Referral,GP Referral percentage,GP Referral percentage LCI,GP Referral percentage UCI,Other Outpatient,Other Outpatient percentage,Other Outpatient percentage LCI,Other Outpatient percentage UCI,Inpatient Elective,Inpatient Elective percentage,Inpatient Elective percentage LCI,Inpatient Elective percentage UCI,Emergency Presentation,Emergency Presentation percentage,Emergency Presentation percentage LCI,Emergency Presentation percentage UCI,DCO,DCO percentage,DCO percentage LCI,DCO percentage UCI,Unknown Route,Unknown Route percentage,Unknown Route percentage LCI,Unknown Route percentage UCI,Route not classified,Route not classified percentage,Route not classified percentage LCI,Route not classified percentage UCI,Treatment cohort,CT count,CT percentage,CT percentage LCI,CT percentage UCI,RT count,RT percentage,RT percentage LCI,RT percentage UCI,Surgery count,Surgery percentage,Surgery percentage LCI,Surgery percentage UCI,CT only count,CT only percentage,CT only percentage LCI,CT only percentage UCI,RT only count,RT only percentage,RT only percentage LCI,RT only percentage UCI,Surgery only count,Surgery only percentage,Surgery only percentage LCI,Surgery only percentage UCI,CT and RT count,CT and RT percentage,CT and RT percentage LCI,CT and RT percentage UCI,Surgery and CT count,Surgery and CT percentage,Surgery and CT percentage LCI,Surgery and CT percentage UCI,Surgery and RT count,Surgery and RT percentage,Surgery and RT percentage LCI,Surgery and RT percentage UCI,Surgery and CT and RT count,Surgery and CT and RT percentage,Surgery and CT and RT percentage LCI,Surgery and CT and RT percentage UCI,Other care count,Other care percentage,Other care percentage LCI,Other care percentage UCI,Initial cohort size,Survival cohort size,Net survival 03m,Net survival 03m LCI,Net survival 03m UCI,Kaplan-Meier survival 03m,Kaplan-Meier survival 03m LCI,Kaplan-Meier survival 03m UCI,Net survival 06m,Net survival 06m LCI,Net survival 06m UCI,Kaplan-Meier survival 06m,Kaplan-Meier survival 06m LCI,Kaplan-Meier survival 06m UCI,Net survival 09m,Net survival 09m LCI,Net survival 09m UCI,Kaplan-Meier survival 09m,Kaplan-Meier survival 09m LCI,Kaplan-Meier survival 09m UCI,Net survival 12m,Net survival 12m LCI,Net survival 12m UCI,Kaplan-Meier survival 12m,Kaplan-Meier survival 12m LCI,Kaplan-Meier survival 12m UCI,Net survival 24m,Net survival 24m LCI,Net survival 24m UCI,Kaplan-Meier survival 24m,Kaplan-Meier survival 24m LCI,Kaplan-Meier survival 24m UCI,Net survival 36m,Net survival 36m LCI,Net survival 36m UCI,Kaplan-Meier survival 36m,Kaplan-Meier survival 36m LCI,Kaplan-Meier survival 36m UCI,Net survival 48m,Net survival 48m LCI,Net survival 48m UCI,Kaplan-Meier survival 48m,Kaplan-Meier survival 48m LCI,Kaplan-Meier survival 48m UCI,Net survival 60m,Net survival 60m LCI,Net survival 60m UCI,Kaplan-Meier survival 60m,Kaplan-Meier survival 60m LCI,Kaplan-Meier survival 60m UCI,Net survival 72m,Net survival 72m LCI,Net survival 72m UCI,Kaplan-Meier survival 72m,Kaplan-Meier survival 72m LCI,Kaplan-Meier survival 72m UCI
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Persons,Not split by grade,Not split by nodal status,215,2538132,8.471,7.376,9.682,215,.c,.c,.c,.c,52,24.186,18.948,30.331,35,16.279,11.944,21.798,10,4.651,2.546,8.349,2,0.93,0.255,3.328,113,52.558,45.897,59.129,0,0,0,1.755,3,1.395,0.476,4.021,0,0,0,1.755,215,25,11.628,8.001,16.602,3,1.395,0.476,4.021,17,7.907,4.995,12.297,14,6.512,3.918,10.632,1,0.465,0.082,2.587,7,3.256,1.586,6.567,1,0.465,0.082,2.587,9,4.186,2.218,7.763,0,0,0,1.755,1,0.465,0.082,2.587,182,84.651,79.229,88.857,215,214,64.5,57.9,71.1,63.1,56.2,69.2,46.9,39.9,53.8,44.9,38.1,51.4,37.4,30.6,44.2,35,28.7,41.4,30.2,23.7,36.7,27.6,21.8,33.7,.g,.g,.g,8.4,5.2,12.6,.g,.g,.g,6.1,3.4,9.8,.g,.g,.g,4.7,2.4,8.1,.e,.e,.e,3.7,1.8,6.9,.e,.e,.e,2.3,.9,5.1
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Female,Not split by grade,Not split by nodal status,131,1569773,8.345,6.977,9.903,131,.c,.c,.c,.c,31,23.664,17.202,31.627,19,14.504,9.486,21.544,7,5.344,2.612,10.619,0,0,0,2.849,72,54.962,46.422,63.219,0,0,0,2.849,2,1.527,0.42,5.396,0,0,0,2.849,131,17,12.977,8.263,19.801,1,0.763,0.135,4.197,10,7.634,4.199,13.482,11,8.397,4.753,14.411,1,0.763,0.135,4.197,4,3.053,1.194,7.588,0,0,0,2.849,6,4.58,2.116,9.632,0,0,0,2.849,0,0,0,2.849,109,83.206,75.88,88.64,131,130,65.2,56.7,73.6,63.8,55,71.4,44.2,35.4,53,42.3,33.7,50.6,32.8,24.5,41.2,30.8,23.1,38.8,27.1,19.1,35.1,24.6,17.6,32.3,.g,.g,.g,6.9,3.4,12.1,.e,.e,.e,5.4,2.4,10.2,.e,.e,.e,3.1,1,7.1,.e,.e,.e,3.1,1,7.1,.e,.e,.e,2.3,.6,6.1
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 1-2,Not split by Stage Detail,Not split by Stage Detail 2,Age 80+,Age 80+,All England,Male,Not split by grade,Not split by nodal status,84,968359,8.674,6.919,10.74,84,.c,.c,.c,.c,21,25,16.972,35.214,16,19.048,12.079,28.724,3,3.571,1.222,9.982,2,2.381,0.655,8.271,41,48.81,38.408,59.315,0,0,0,4.373,1,1.19,0.21,6.44,0,0,0,4.373,84,8,9.524,4.905,17.683,2,2.381,0.655,8.271,7,8.333,4.095,16.216,3,3.571,1.222,9.982,0,0,0,4.373,3,3.571,1.222,9.982,1,1.19,0.21,6.44,3,3.571,1.222,9.982,0,0,0,4.373,1,1.19,0.21,6.44,73,86.905,78.054,92.528,84,84,63.4,52.9,74,61.9,50.6,71.3,50.9,39.8,62,48.8,37.8,58.9,44.4,33.2,55.6,41.7,31.1,51.9,35,24.2,45.8,32.1,22.5,42.2,.g,.g,.g,10.7,5.3,18.4,.e,.e,.e,7.1,2.9,13.9,.e,.e,.e,7.1,2.9,13.9,.e,.e,.e,4.8,1.5,10.8,.e,.e,.e,2.4,.5,7.5
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 3,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,436,53865817,0.809,0.735,0.889,436,.c,.c,.c,.c,102,23.394,19.664,27.59,107,24.541,20.736,28.791,46,10.55,8.003,13.787,20,4.587,2.989,6.979,155,35.55,31.202,40.152,0,0,0,0.873,5,1.147,0.491,2.656,1,0.229,0.04,1.288,435,211,48.506,43.843,53.195,53,12.184,9.437,15.593,23,5.287,3.549,7.809,151,34.713,30.39,39.302,7,1.609,0.782,3.284,8,1.839,0.935,3.587,45,10.345,7.822,13.562,14,3.218,1.927,5.329,0,0,0,0.875,1,0.23,0.041,1.291,209,48.046,43.389,52.738,435,434,79.2,75.3,83.1,78.6,74.4,82.1,58.1,53.4,62.8,57.4,52.6,61.9,41.3,36.6,46,40.6,35.9,45.1,30.6,26.2,35,30,25.7,34.3,9.1,6.4,11.9,8.8,6.3,11.6,.g,.g,.g,3.9,2.4,6,.g,.g,.g,3.2,1.9,5.2,.g,.g,.g,2.5,1.3,4.3,.f,.f,.f,2.3,1.2,4.1
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 3,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-59,Age 00-59,All England,Persons,Not split by grade,Not split by nodal status,65,41620867,0.156,0.121,0.199,65,.c,.c,.c,.c,19,29.231,19.583,41.196,13,20,12.078,31.27,8,12.308,6.37,22.451,5,7.692,3.33,16.776,20,30.769,20.887,42.798,0,0,0,5.58,0,0,0,5.58,0,0,0,5.58,65,51,78.462,67.033,86.713,16,24.615,15.758,36.306,4,6.154,2.419,14.782,32,49.231,37.464,61.084,0,0,0,5.58,0,0,0,5.58,15,23.077,14.514,34.645,3,4.615,1.582,12.714,0,0,0,5.58,1,1.538,0.272,8.213,14,21.538,13.287,32.967,65,65,86.2,77.9,94.6,86.2,75.1,92.5,78.6,68.7,88.5,78.5,66.4,86.6,57.1,45.2,69,56.9,44,67.9,47.9,35.8,59.9,47.7,35.2,59.2,.g,.g,.g,20,11.3,30.4,.e,.e,.e,7.7,2.8,15.8,.e,.e,.e,7.7,2.8,15.8,.e,.e,.e,6.2,2,13.8,.e,.e,.e,6.2,2,13.8
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 3,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,113,5857570,1.929,1.59,2.319,113,.c,.c,.c,.c,23,20.354,13.963,28.694,29,25.664,18.504,34.424,17,15.044,9.61,22.777,7,6.195,3.033,12.237,35,30.973,23.192,40.006,0,0,0,3.288,2,1.77,0.487,6.224,0,0,0,3.288,113,78,69.027,59.994,76.808,17,15.044,9.61,22.777,8,7.08,3.631,13.351,56,49.558,40.506,58.638,0,0,0,3.288,3,2.655,0.907,7.516,17,15.044,9.61,22.777,5,4.425,1.905,9.942,0,0,0,3.288,0,0,0,3.288,32,28.319,20.831,37.232,113,113,85.2,78.6,91.7,85,76.9,90.4,66.7,58,75.4,66.4,56.9,74.3,51.7,42.5,60.9,51.3,41.8,60.1,36.6,27.8,45.5,36.3,27.5,45.1,.g,.g,.g,9.7,5.2,16,.e,.e,.e,5.3,2.2,10.5,.e,.e,.e,2.7,.7,6.9,.e,.e,.e,1.8,.3,5.7,.e,.e,.e,.9,.1,4.4
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 3,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,258,6387380,4.039,3.561,4.563,258,.c,.c,.c,.c,60,23.256,18.516,28.78,65,25.194,20.287,30.829,21,8.14,5.385,12.122,8,3.101,1.579,5.998,100,38.76,33.021,44.828,0,0,0,1.467,3,1.163,0.396,3.362,1,0.388,0.068,2.162,257,82,31.907,26.51,37.836,20,7.782,5.094,11.714,11,4.28,2.407,7.5,63,24.514,19.655,30.123,7,2.724,1.326,5.514,5,1.946,0.834,4.473,13,5.058,2.98,8.461,6,2.335,1.074,4.999,0,0,0,1.473,0,0,0,1.473,163,63.424,57.378,69.075,257,256,74.8,69.3,80.2,73.8,68,78.8,49.1,42.9,55.4,48,41.8,54,32.7,26.8,38.6,31.6,26,37.4,23.5,18.2,28.9,22.7,17.7,27.9,.g,.g,.g,5.5,3.1,8.7,.e,.e,.e,2.3,1,4.8,.e,.e,.e,2.3,1,4.8,.e,.e,.e,2,.7,4.3,.e,.e,.e,2,.7,4.3
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 3,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,Age 70+,All England,Female,Not split by grade,Not split by nodal status,136,3621169,3.756,3.151,4.443,136,.c,.c,.c,.c,38,27.941,21.086,36.009,31,22.794,16.549,30.534,11,8.088,4.576,13.903,4,2.941,1.15,7.318,49,36.029,28.447,44.379,0,0,0,2.747,2,1.471,0.404,5.203,1,0.735,0.13,4.047,135,39,28.889,21.911,37.035,11,8.148,4.611,14.002,5,3.704,1.592,8.377,30,22.222,16.033,29.949,4,2.963,1.158,7.371,3,2.222,0.759,6.33,7,5.185,2.534,10.316,2,1.481,0.407,5.241,0,0,0,2.767,0,0,0,2.767,89,65.926,57.589,73.381,135,134,70.9,63.1,78.7,70.1,61.6,77.1,44.9,36.4,53.4,44,35.5,52.2,31.5,23.6,39.5,30.6,23,38.5,21.6,14.6,28.7,20.9,14.5,28.1,.g,.g,.g,6.7,3.3,11.8,.e,.e,.e,3,1,6.9,.e,.e,.e,3,1,6.9,.e,.e,.e,2.2,.6,5.9,.e,.e,.e,2.2,.6,5.9
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 3,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,Age 70+,All England,Male,Not split by grade,Not split by nodal status,122,2766211,4.41,3.662,5.266,122,.c,.c,.c,.c,22,18.033,12.221,25.796,34,27.869,20.682,36.407,10,8.197,4.513,14.433,4,3.279,1.282,8.128,51,41.803,33.432,50.675,0,0,0,3.053,1,0.82,0.145,4.497,0,0,0,3.053,122,43,35.246,27.337,44.055,9,7.377,3.929,13.427,6,4.918,2.273,10.315,33,27.049,19.957,35.543,3,2.459,0.84,6.981,2,1.639,0.451,5.78,6,4.918,2.273,10.315,4,3.279,1.282,8.128,0,0,0,3.053,0,0,0,3.053,74,60.656,51.789,68.872,122,122,79.1,71.6,86.5,77.9,69.4,84.3,53.8,44.7,62.9,52.5,43.2,60.9,34,25.4,42.6,32.8,24.6,41.2,25.7,17.7,33.6,24.6,17.4,32.5,.e,.e,.e,4.1,1.5,8.7,.e,.e,.e,1.6,.3,5.3,.e,.e,.e,1.6,.3,5.3,.e,.e,.e,1.6,.3,5.3,.e,.e,.e,1.6,.3,5.3
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All ages,All England,Persons,Not split by grade,Not split by nodal status,3176,53865817,5.896,5.693,6.105,3176,.c,.c,.c,.c,601,18.923,17.599,20.323,646,20.34,18.976,21.775,287,9.037,8.088,10.084,86,2.708,2.198,3.332,1480,46.599,44.87,48.337,0,0,0,0.121,74,2.33,1.86,2.915,2,0.063,0.017,0.229,3174,911,28.702,27.155,30.301,134,4.222,3.576,4.978,47,1.481,1.115,1.963,801,25.236,23.756,26.777,52,1.638,1.252,2.142,17,0.536,0.335,0.856,80,2.52,2.03,3.126,28,0.882,0.611,1.272,0,0,0,0.121,2,0.063,0.017,0.229,2194,69.124,67.495,70.707,3174,3162,36.4,34.7,38.1,36.2,34.5,37.9,20.4,19,21.8,20.2,18.8,21.6,12,10.9,13.2,11.9,10.8,13,8.3,7.3,9.2,8.1,7.2,9.1,1.9,1.4,2.4,1.9,1.4,2.4,1,.6,1.3,.9,.6,1.3,.g,.g,.g,.5,.3,.8,.g,.g,.g,.3,.2,.6,.f,.f,.f,.3,.2,.6
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-49,Age 00-49,All England,Persons,Not split by grade,Not split by nodal status,128,34889130,0.367,0.306,0.436,128,.c,.c,.c,.c,19,14.844,9.713,22.023,26,20.313,14.256,28.099,25,19.531,13.594,27.244,3,2.344,0.8,6.664,53,41.406,33.245,50.068,0,0,0,2.914,2,1.563,0.43,5.518,0,0,0,2.914,128,68,53.125,44.515,61.553,13,10.156,6.032,16.602,4,3.125,1.222,7.76,55,42.969,34.721,51.626,3,2.344,0.8,6.664,1,0.781,0.138,4.293,10,7.813,4.299,13.785,3,2.344,0.8,6.664,0,0,0,2.914,0,0,0,2.914,56,43.75,35.462,52.402,128,128,52.4,43.8,60.9,52.3,43.4,60.6,32.8,24.8,40.9,32.8,24.9,41,21.9,14.8,29,21.9,15.2,29.4,.g,.g,.g,14.8,9.3,21.6,.e,.e,.e,5.5,2.4,10.4,.e,.e,.e,2.3,.6,6.2,.e,.e,.e,1.6,.3,5,.e,.e,.e,.8,.1,3.9,.e,.e,.e,.8,.1,3.9
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Age 50-59,Age 50-59,All England,Persons,Not split by grade,Not split by nodal status,356,6731737,5.288,4.753,5.867,356,.c,.c,.c,.c,61,17.135,13.577,21.395,80,22.472,18.443,27.088,41,11.517,8.604,15.251,16,4.494,2.785,7.175,149,41.854,36.843,47.039,0,0,0,1.068,9,2.528,1.336,4.734,0,0,0,1.068,356,172,48.315,43.169,53.496,22,6.18,4.116,9.179,9,2.528,1.336,4.734,149,41.854,36.843,47.039,6,1.685,0.775,3.628,2,0.562,0.154,2.025,16,4.494,2.785,7.175,7,1.966,0.956,4.002,0,0,0,1.068,0,0,0,1.068,176,49.438,44.278,54.61,356,354,50.3,45.2,55.5,50.3,45,55.4,29.7,25,34.5,29.7,25,34.5,18.1,14.1,22.1,18.1,14.3,22.3,13,9.6,16.5,13,9.7,16.7,.g,.g,.g,2.8,1.5,5,.e,.e,.e,1.7,.7,3.5,.e,.e,.e,1.4,.5,3.1,.e,.e,.e,1.1,.4,2.7,.e,.e,.e,1.1,.4,2.7
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,839,5857570,14.323,13.37,15.326,839,.c,.c,.c,.c,186,22.169,19.489,25.103,185,22.05,19.376,24.979,96,11.442,9.462,13.774,28,3.337,2.319,4.781,322,38.379,35.148,41.716,0,0,0,0.456,22,2.622,1.738,3.938,0,0,0,0.456,839,343,40.882,37.604,44.243,44,5.244,3.93,6.967,18,2.145,1.361,3.366,301,35.876,32.702,39.179,14,1.669,0.997,2.781,6,0.715,0.328,1.551,30,3.576,2.516,5.059,12,1.43,0.82,2.483,0,0,0,0.456,0,0,0,0.456,476,56.734,53.359,60.048,839,837,42.9,39.6,46.3,42.8,39.4,46.2,25.6,22.7,28.6,25.5,22.6,28.5,16.3,13.8,18.8,16.1,13.7,18.7,12.1,9.9,14.3,12,9.9,14.3,.g,.g,.g,2.8,1.8,4,.g,.g,.g,1.3,.7,2.3,.e,.e,.e,.7,.3,1.5,.e,.e,.e,.5,.2,1.2,.e,.e,.e,.5,.2,1.2
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,London,Persons,Not split by grade,Not split by nodal status,87,627886,13.856,11.098,17.092,87,.c,.c,.c,.c,19,21.839,14.451,31.609,14,16.092,9.835,25.217,12,13.793,8.07,22.579,3,3.448,1.18,9.654,38,43.678,33.743,54.148,0,0,0,4.229,1,1.149,0.203,6.227,0,0,0,4.229,87,39,44.828,34.817,55.275,6,6.897,3.199,14.24,0,0,0,4.229,33,37.931,28.45,48.432,0,0,0,4.229,0,0,0,4.229,6,6.897,3.199,14.24,0,0,0,4.229,0,0,0,4.229,0,0,0,4.229,48,55.172,44.725,65.183,87,87,53.6,43.2,64.1,53.5,42.4,63.3,31.6,21.8,41.3,31.4,21.9,41.3,.g,.g,.g,20.9,13.1,30,.g,.g,.g,12.8,6.8,20.8,.e,.e,.e,1.2,.1,5.6,.e,.e,.e,1.2,.1,5.6,.e,.e,.e,0,0,0,.e,.e,.e,0,0,0,.e,.e,.e,0,0,0
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,Midlands and East of England,Persons,Not split by grade,Not split by nodal status,269,1861928,14.447,12.772,16.281,269,.c,.c,.c,.c,56,20.818,16.394,26.064,63,23.42,18.755,28.833,25,9.294,6.374,13.359,12,4.461,2.57,7.634,105,39.033,33.397,44.978,0,0,0,1.408,8,2.974,1.515,5.758,0,0,0,1.408,269,109,40.52,34.827,46.481,15,5.576,3.408,8.995,4,1.487,0.58,3.76,97,36.059,30.555,41.957,6,2.23,1.026,4.78,1,0.372,0.066,2.075,9,3.346,1.77,6.235,3,1.115,0.38,3.227,0,0,0,1.408,0,0,0,1.408,153,56.877,50.903,62.658,269,269,38.4,32.6,44.2,38.3,32.5,44.1,23.9,18.8,29,23.8,18.9,29,15.7,11.4,20,15.6,11.6,20.2,12.4,8.5,16.3,12.3,8.7,16.5,.g,.g,.g,2.6,1.2,5,.e,.e,.e,.7,.2,2.5,.e,.e,.e,.4,0,1.9,.e,.e,.e,.4,0,1.9,.e,.e,.e,.4,0,1.9
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,Midlands and East of England,Female,Not split by grade,Not split by nodal status,124,949237,13.063,10.865,15.575,124,.c,.c,.c,.c,25,20.161,14.046,28.07,29,23.387,16.806,31.568,10,8.065,4.439,14.21,6,4.839,2.236,10.155,50,40.323,32.105,49.122,0,0,0,3.005,4,3.226,1.261,8.001,0,0,0,3.005,124,55,44.355,35.911,53.138,9,7.258,3.865,13.22,2,1.613,0.443,5.69,49,39.516,31.351,48.312,4,3.226,1.261,8.001,1,0.806,0.143,4.427,5,4.032,1.734,9.093,1,0.806,0.143,4.427,0,0,0,3.005,0,0,0,3.005,64,51.613,42.902,60.227,124,124,45.2,36.6,53.9,45.2,36.3,53.6,28.3,20.5,36.2,28.2,20.6,36.3,21.9,14.7,29.1,21.8,15,29.4,17.9,11.2,24.6,17.7,11.6,24.9,.e,.e,.e,4,1.5,8.6,.e,.e,.e,1.6,.3,5.2,.e,.e,.e,.8,.1,4,.e,.e,.e,.8,.1,4,.e,.e,.e,.8,.1,4
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,Midlands and East of England,Male,Not split by grade,Not split by nodal status,145,912691,15.887,13.406,18.694,145,.c,.c,.c,.c,31,21.379,15.49,28.746,34,23.448,17.293,30.974,15,10.345,6.37,16.367,6,4.138,1.91,8.733,55,37.931,30.441,46.044,0,0,0,2.581,4,2.759,1.078,6.878,0,0,0,2.581,145,54,37.241,29.797,45.344,6,4.138,1.91,8.733,2,1.379,0.379,4.889,48,33.103,25.967,41.112,2,1.379,0.379,4.889,0,0,0,2.581,4,2.759,1.078,6.878,2,1.379,0.379,4.889,0,0,0,2.581,0,0,0,2.581,89,61.379,53.258,68.913,145,145,32.5,25,40,32.4,25,40.1,20.1,13.7,26.6,20,13.9,26.9,.g,.g,.g,10.3,6.1,15.9,.g,.g,.g,7.6,4,12.6,.e,.e,.e,1.4,.3,4.5,.e,.e,.e,0,0,0,.e,.e,.e,0,0,0,.e,.e,.e,0,0,0,.e,.e,.e,0,0,0
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,North of England,Persons,Not split by grade,Not split by nodal status,263,1723729,15.258,13.469,17.217,263,.c,.c,.c,.c,49,18.631,14.389,23.776,64,24.335,19.542,29.866,28,10.646,7.469,14.957,7,2.662,1.295,5.391,111,42.205,36.391,48.244,0,0,0,1.44,4,1.521,0.593,3.845,0,0,0,1.44,263,100,38.023,32.368,44.022,9,3.422,1.811,6.375,5,1.901,0.815,4.372,91,34.601,29.111,40.534,3,1.141,0.389,3.299,2,0.76,0.209,2.73,6,2.281,1.05,4.887,3,1.141,0.389,3.299,0,0,0,1.44,0,0,0,1.44,158,60.076,54.053,65.809,263,263,40.8,34.9,46.7,40.7,34.7,46.6,23.7,18.6,28.8,23.6,18.6,28.9,15.7,11.3,20.1,15.6,11.5,20.2,10.8,7,14.5,10.6,7.3,14.7,.e,.e,.e,1.9,.7,4.1,.e,.e,.e,.8,.2,2.5,.e,.e,.e,.8,.2,2.5,.e,.e,.e,.4,0,2,.e,.e,.e,.4,0,2
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,North of England,Female,Not split by grade,Not split by nodal status,108,876066,12.328,10.113,14.884,108,.c,.c,.c,.c,21,19.444,13.084,27.904,26,24.074,16.991,32.938,11,10.185,5.783,17.323,4,3.704,1.45,9.138,44,40.741,31.947,50.171,0,0,0,3.435,2,1.852,0.509,6.502,0,0,0,3.435,108,44,40.741,31.947,50.171,6,5.556,2.571,11.593,1,0.926,0.164,5.059,39,36.111,27.674,45.503,2,1.852,0.509,6.502,0,0,0,3.435,4,3.704,1.45,9.138,1,0.926,0.164,5.059,0,0,0,3.435,0,0,0,3.435,62,57.407,47.985,66.321,108,108,44.6,35.3,53.8,44.4,34.9,53.5,21.4,13.8,29,21.3,14.2,29.4,.g,.g,.g,13.9,8.2,21.1,.g,.g,.g,8.3,4.1,14.5,.e,.e,.e,.9,.1,4.6,.e,.e,.e,0,0,0,.e,.e,.e,0,0,0,.e,.e,.e,0,0,0,.e,.e,.e,0,0,0
Pancreas,2013,Carcinoma and Other,All,All,All,All,All,All,Not split by Basis of Diagnosis,Stage 4,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,Age 60-69,North of England,Male,Not split by grade,Not split by nodal status,155,847663,18.286,15.52,21.402,155,.c,.c,.c,.c,28,18.065,12.804,24.869,38,24.516,18.414,31.851,17,10.968,6.961,16.862,3,1.935,0.66,5.535,67,43.226,35.684,51.095,0,0,0,2.418,2,1.29,0.355,4.582,0,0,0,2.418,155,56,36.129,28.987,43.942,3,1.935,0.66,5.535,4,2.581,1.008,6.447,52,33.548,26.593,41.3,1,0.645,0.114,3.564,2,1.29,0.355,4.582,2,1.29,0.355,4.582,2,1.29,0.355,4.582,0,0,0,2.418,0,0,0,2.418,96,61.935,54.09,69.203,155,155,38.2,30.6,45.8,38.1,30.4,45.6,25.3,18.5,32.1,25.2,18.6,32.2,16.9,11.1,22.8,16.8,11.4,23.1,.g,.g,.g,12.3,7.7,18,.e,.e,.e,2.6,.9,6,.e,.e,.e,1.3,.3,4.2,.e,.e,.e,1.3,.3,4.2,.e,.e,.e,.6,.1,3.3,.e,.e,.e,.6,.1,3.3
